description,id,intitule,rome_code,rome_libelle,appellation_libelle,type_contrat,nature_contrat,experience_exigee,experience_libelle,lieu_libelle,code_postal,commune,latitude,longitude,salaire_libelle,salaire_min,salaire_max,salaire_unite,duree_travail,alternance,nombre_postes,nom_entreprise,secteur_activite,date_creation,date_actualisation,salaire_extrait
"Description du poste :
Envie de façonner des architectures data innovantes ? Fan de Microsoft Azure, de GCP, de Big Data et de solutions décisionnelles de pointe ?
Rejoignez une entreprise internationale de 2 000 collaborateurs répartis dans 13 pays , spécialisée dans l'accompagnement des grandes entreprises dans leur transformation digitale.
Au sein du pôle Data , une équipe de 50 experts passionnés conçoit et déploie des solutions innovantes en data architecture, Big Data et analytics. Ici, l'innovation, le partage de connaissances et l'excellence technique sont au cœur de chaque projet.
digiRocks recrute un(e) Data Architect à Paris en CDI (80K - 100K)
Mission: Participer activement au cycle Avant-Vente en apportant une expertise technique et stratégique pour concevoir des architectures data adaptées aux besoins des clients. Conseiller les clients sur les meilleures solutions technologiques, en assurant une intégration optimale dans leur écosystème existant et en les accompagnant dans leurs choix stratégiques. Piloter techniquement les projets en encadrant les équipes de développement, garantissant la mise en œuvre des bonnes pratiques et le respect des engagements techniques. Optimiser la performance et l'industrialisation des solutions data en intégrant les principes de déploiement continu et d'automatisation. Contribuer à la montée en compétences des équipes et à la communauté technique en partageant son expertise à travers des événements, des publications et des retours d'expérience.
Résultats attendus :
Résultat 1 Définir et déployer des architectures data performantes et évolutives , en participant activement à la conception et réalisation des projets , depuis la modélisation des données jusqu'à leur exploitation opérationnelle.
Résultat 2 Assurer une conception technique rigoureuse , incluant la modélisation des données (dictionnaire, schémas, documentation technique) et garantissant la cohérence et la qualité des solutions mises en place.
Résultat 3 Optimiser l'alimentation et la transformation des données , en exploitant des outils ETL/ELT comme Talend ou la Suite Azure Data (Data Factory, Databricks afin de structurer et valoriser les données efficacement.
Résultat 4 Contribution active à la communauté technique via des partages d'expertise (meetups, articles, veille technologique), renforçant l'innovation et la montée en compétences des équipes.
Résultat 5 Garantir la restitution et la visualisation des données via des outils de datavisualisation comme Microsoft Power BI , en fournissant aux clients des tableaux de bord pertinents pour la prise de décision Résultat 6 Industrialiser la chaîne data en mettant en place des processus d'automatisation et de déploiement continu , assurant la robustesse, la scalabilité et l'intégration fluide des solutions dans les conditions d'exploitation.
Issu(e) d'une formation supérieure en ingénierie, vous justifiez d'au moins 5 ans d'expérience en tant qu'expert(e) Data, avec un leadership affirmé, dans l'écosystème Microsoft et idéalement Google. Curieux(se) et en veille constante, vous aimez partager vos connaissances lors d'événements tech (meetups, conférences, etc.). Force de proposition, vous n'hésitez pas à innover et à challenger les approches existantes.
Vos compétences
✔ Pilotage et gestion de projets : encadrement technique, relation client, approche agile Conception et modélisation : datawarehouse, datalake, dataviz, machine learning Cloud & outils : expertise Microsoft Azure, bases relationnelles et NoSQL, ETL/ELT, Python & Spark + idéalement GCP Industrialisation : automatisation, déploiement continu, exploitation des projets data Langues : anglais courant (C1 Connaissance Bonus: GCP, ; Snowflake, Databricks & Talend. Architecture IA (RAG Une expérience en architecture de streaming ou MDM serait un plus !
Postule en 2 mn
#LI-JM1",1559839,Architecte Data (H/F),M1811,Data engineer,Architecte big data,CDI,Contrat travail,E,3 An(s),75 - Paris 9e Arrondissement,75009,75109,48.872479,2.341194,Annuel de 90000.0 Euros à 100000.0 Euros,,,,,False,1,,,2025-08-29T05:33:19.000Z,2026-02-19T07:54:13.000Z,90000.0
"Fed IT, cabinet de recrutement dédié aux fonctions informatiques, recrute pour son client, société de négoce industriel à dimension internationale, un(e) Analyste BI H/F, pour renforcer son équipe.
Au sein d'une équipe IT complète (infrastructure, projet, BI), vous êtes rattaché(e) au manager BI (équipe de 8 personnes). Ainsi, vous : 
 
-Travaillez en liens avec la BI back qui réalise l'extraction des données, 
-Intervenez sur la partie front et fonctionnelle de la data, 
-Êtes en charge de la restitution des données aux utilisateurs, 
-Recueillez les besoins auprès de vos clients internes, en France et à l'international (responsables production, achat, vente, livraison, stock...), 
-Réalisez les tableaux de bord Power BI afin de fournir des reportings en adéquation avec les besoins, 
-Assurez la qualité, la cohérence et la sécurité des données, 
-Intégrez et modélisez des sources de données multiples, 
-Formez les utilisateurs sur site ou à distance, 
-Produisez des supports de formation (documentation technique et vidéo), 
-Assurez une veille technologique sur les outils BI, 
-Résolvez les problèmes techniques liés à Power BI, 
 
-Fédérez les utilisateurs autour de la restitution de la data, 
-Organisez le delivery sur votre périmètre, 
 
Rémunération : 45 à 52 K€ bruts/an (fixe selon expérience) + 2 jours de télétravail/semaine + 6 jours de RTT/an. 
Environnement technique : Microsoft, cloud azure, MS Fabric. 
Déplacements à prévoir en France et en Europe : 1 à 3 nuits tous les 2 ou 3 mois en moyenne.
De formation supérieure Bac + 5 Informatique / BI, vous justifiez de 3 ans d'expérience minimum à un poste incluant de la chefferie de projets data. 
 
Votre maîtrise de Power BI est avancée et votre curiosité d'esprit est un prérequis indispensable à votre réussite. 
 
Anglais courant obligatoire.",9602709,Analyste BI H/F,M1419,Data analyst,Data analyst,CDI,Contrat travail,E,3 An(s),69 - Lyon 2e Arrondissement,69002,69382,45.764,4.8357,Annuel de 45000.0 Euros à 52000.0 Euros,,,,,False,1,Fed Group,Commerce de gros (commerce interentreprises) de fournitures et équipements industriels divers,2026-02-25T09:47:24.000Z,2026-02-25T09:47:48.000Z,52000.0
"Lynx RH Annemasse recrute pour un de ses clients un Gestionnaire de Données Commerciales (H/F) en CDI. Ce poste, basstrong>Thyez (74), s'adresse à un profil orienté marketing, ADV, gestion ou commercial souhaitant participer à l'optimisation et la gestion des données commerciales de l'entreprise dans un secteur en pleine évolution.Avantages à la clé :? Rémunération compétitive entre 35K€ et 38K€ brut annuel.? Poste disponible immédiatement pour intégrer rapidement une équipe motivée.? Prime d'intéressement et de participation pour récompenser votre performance et votre implication.? Avantages CSE et conciergerie d'entreprise pour un meilleur équilibre vie professionnelle - vie personnelle.Vos missionsGestion et mise à jour des données commerciales :Assurer la mise à jour et la gestion des données commerciales dans les outils internes (tarifs, prix de vente, bases de données produits, clients, etc.).Collecter et vérifier les données provenant des différentes équipes commerciales et marketing.Suivi des informations produit :Collaborer avec les équipes marketing et ADV pour assurer l'intégrité des données produits et leur diffusion auprès des différents départements de l'entreprise.Élaborer et mettre à jour les listes de prix annuelles en lien avec les demandes des clients directs, distributeurs et sociétés sœurs.Support aux équipes commerciales et marketing :Fournir des rapports réguliers sur les données produits et les informations relatives aux performances commerciales.Suivre les fiches produits, les tarifs de vente, et assurer la communication des mises à jour aux équipes concernées.Profil recherchéFormation : Bac+2/3 dans le domaine commercial, marketing ou gestion (ou formation équivalente).Compétences :Bonne maîtrise d'Excel (tableaux croisés dynamiques, fonctions avancées).Une première expérience dans la gestion de données commerciales, ADV ou marketing est souhaitée.Connaissance des systèmes de gestion des données commerciales (CRM, ERP, etc.) est un plus.Qualités :Rigueur, autonomie et sens de l'organisation.Esprit d'équipe et communication fluide.Une appétence pour les produits techniques et leur gestion commerciale est un atout.Anglais professionnel souhaité pour échanges avec des équipes internationales.Informations complémentairesType de contrat : CDITemps de travail : Temps pleinSalairepar an",9481169,Gestionnaire de Données Commerciales (H/F),M1811,Data engineer,Data manager,CDI,Contrat travail,D,Débutant accepté,74 - Thyez,74300,74278,46.084528,6.542012,,,,,,False,1,,,2026-02-22T02:40:37.000Z,2026-02-25T05:00:54.000Z,35000.0
"L'entreprise accompagnée et les missions:
Rejoignez une entreprise en pleine expansion accompagnée par Externatic, poste en CDI sur Lyon à St Didier au Mont d'Or ou sur Grenoble à St Jean de Moirans.

Vous souhaitez intégrer une société dynamique, en forte croissance, qui combine expertise technique et compréhension fine des métiers RH, comptables et financiers ?

Cette entreprise,  poursuit son développement en renforçant son pôle Business Intelligence.

Elle propose à ses clients – PME et ETI – des solutions d’intégration et de valorisation de données à forte valeur ajoutée, leur permettant d’optimiser leur pilotage et leur prise de décision.

L’innovation et la proximité client sont au cœur de sa stratégie : l’équipe BI conçoit des solutions de reporting, de tableaux de bord et de modélisation de données performantes, tout en explorant de nouvelles technologies pour accompagner la transformation numérique des entreprises.

Au sein du pôle BI, vous interviendrez sur des projets variés alliant technique, conseil et accompagnement client.
Vos principales responsabilités seront de :
Recueillir et analyser les besoins métiers des clients (RH, finance, gestion, etc.)
Concevoir et modéliser les jeux de données
Créer et maintenir des tableaux de bord et rapports décisionnels sous Power BI
Déployer les solutions et former les utilisateurs
Conseiller les clients dans l’exploitation de leurs données
Participer à la veille technologique pour tester et intégrer de nouveaux outils BI

En tant que référent technique, vous serez également amené(e) à :
Accompagner et faire monter en compétences les nouveaux collaborateurs
Partager les bonnes pratiques et animer la communauté interne BI
Soutenir les utilisateurs dans leurs problématiques quotidiennes

Profil:
De formation supérieure en informatique ou décisionnel, vous disposez d’une expérience réussie (4 à 7 ans) sur un poste de Consultant BI.

Vous combinez expertise technique et aisance relationnelle, et savez dialoguer aussi bien avec les DSI qu’avec les utilisateurs métiers.

Compétences techniques attendues :
Outils BI : Power BI, Power Query
Bases de données : SQL
Outils appréciés : MyReport, Tableau Software, QlikView, Talend, SSIS

Une connaissance des domaines paie/RH, comptabilité ou gestion commerciale sera un atout.
Vous êtes reconnu(e) pour votre autonomie, votre rigueur, et votre curiosité technique. Les technologies équivalentes sont bien sûr bienvenues.

Avantages:
Ce que vous allez y gagnerEnvironnement de travail convivial et à taille humaine
- Management de proximité et esprit d’équipe fort
- Événements d’entreprise réguliers
- Locaux agréables, facilement accessibles

Conditions de travail- Salaire : 43 000 à 47 000€ / an  selon profil et expérience
- Télétravail : envisageable
- Localisation : Saint-Didier-au-Mont-d’Or ou Saint-Jean-de-Moirans

Le process de recrutement :Un premier échange avec Mme Audrey THIERY du cabinet externatic.
Entretien avec l’entreprise pour rencontrer votre futur manager",3539066,Consultant BI expérimenté H/F,M1811,Data engineer,Développeur / Développeuse Big Data,CDI,Contrat travail,E,4 An(s),38 - Saint-Jean-de-Moirans,38430,38400,45.341605,5.582709,Annuel de 43000.0 Euros à 47000.0 Euros,,,,"
Travail en journée",False,1,Externatic,Conseil pour les affaires et autres conseils de gestion,2025-10-08T23:00:44.000Z,2025-12-23T23:00:59.000Z,84000.0
"
            Rejoignez une aventure qui a du sens :Envie de vivre une expérience dans une entreprise leader de la transformation digitale tout en évoluant dans une équipe conviviale et très dynamique ?Nos équipes lyonnaises cherchent leur futur(e) Testeur(euse) Fonctionnel Q/A F/H en CDI. Vos missions à nos côtés :  Coordination entre le métier et l'équipe de Développement Suivre les résultats Analyser les points bloquants : Remonter les bugs et anomalies Ecriture du cahier de recette Exécuter de nouveaux tests manuels : unitaire, intégration & acceptation Concevoir / Développer des outils / librairies permettant de faciliter l’automatisation des tests   Rémunération :Fourchette selon expérience : 40k€ - 45k€  Ce que nous proposons : Jusqu'à 3 jours de télétravail par semaine Tickets restaurant (valeur faciale de 10€, prise en charge 60%)  Evénements d'intégration et moments conviviaux réguliers Tous vos congés disponibles dès votre arrivée Programme de cooptation jusqu’à 2750 € Accès aux activités sociales et culturelles  Aide à la mobilité durable (vélo et covoiturage)  Votre avenir chez Atos :    Des perspectives d’évolution concrètes et personnalisées       Plus de 600 formations certifiantes et plateforme e-learning       Un accompagnement de proximité pour vous faire grandir       Prêt(e) à faire partie de l’aventure ? Faites la différence et rejoignez la teams Atos !
            ",9332125,Testeur Fonctionnel QA F/H,M1811,Data engineer,Analyste qualité des données,CDI,Contrat travail,E,2 An(s),69 - Lyon 1er Arrondissement,69001,69381,45.769506,4.830081,,,,,"
Travail en journée",False,1,,,2026-02-20T04:30:51.000Z,2026-02-20T04:30:51.000Z,33000.0
"RESPONSABILITÉS : 

La Direction du patrimoine immobilier de l'université de Lorraine recrute un Chargé d'études prospectives / programmation architecturale H/F.
Le poste est basé à Nancy, au sein de la Direction du Patrimoine Immobilier, qui gère le patrimoine de l'université, réparti sur les 4 départements lorrains et 261 bâtiments, totalisant près de 800 000 m² de surface plancher. L'université souhaite accroitre son autonomie et s'est engagée dans une démarche de dévolution du patrimoine immobilier, qui consiste au transfert des biens immobiliers appartenant à l'Etat affectés à l'université vers le patrimoine de l'établissement.
Dans ce cadre, il est nécessaire pour l'université d'améliorer d'une part la connaissance du parc existant et d'autre part d'élaborer une stratégie immobilière économiquement soutenable sur le long terme.
Missions :
-        Elaborer en interne, ou piloter des études de programmation à l'échelle d'un bâtiment, d'un campus, d'une agglomération et de l'ensemble du patrimoine de l'université (étude de faisabilité, schéma directeur immobilier, schéma d'orientation immobilier et d'aménagement).
-        Être à l'écoute des usagers (étudiants, enseignants, enseignants-chercheurs et personnels) et des tendances pour prendre en compte dans les réflexions prospectives l'évolution des besoins en termes d'usages des espaces.
-        Piloter des études d'accompagnement au changement.
-        Réaliser ou piloter la réalisation d'études pré-opérationnelles (état des lieux technique, réglementaire et fonctionnel – formalisation et analyse des besoins exprimés - étude de faisabilité – élaboration de scénarii – pré-programme et programme technique détaillé).
-        Elaborer les dossiers d'expertise et les dossiers d'évaluation socio-économique (ESE) nécessaires dans le cadre de la mise en œuvre de projets immobiliers importants.
-        Formaliser des contrats avec des prestataires et en contrôler l'exécution.

PROFIL RECHERCHÉ : 

Diplômé d'école d'architecture / ESTP ou de formation supérieure (Bac+4/5) dans le domaine de la programmation urbaine et architecturale et de l'immobilier.
 
Vous avez des compétences urbaines, architecturales, techniques et réglementaires du bâtiment.
 
Débutants bienvenus
 
Qualités attendues : écoute, discrétion, bon relationnel, bonne capacité rédactionnelle et de synthèse, aptitude à la conduite de projet, organisation, rigueur et autonomie.

Contrat : CDD temps plein à pourvoir dans les meilleurs délais.
Rémunération : 2421 €brut mensuel.
Si cette offre d'emploi vous intéresse, n'hésitez pas à envoyer votre candidature avant le 28 Février.",9323664,Chargé  d’études prospectives / programmation architecturale H/F,M1811,Data engineer,Architecte de données informatiques,CDD,Contrat travail,D,Débutant accepté,54 - Nancy,54000,54395,48.682081,6.191826,Mensuel de 2421.0 Euros à 2421.0 Euros,,,,"35H/semaine
Travail en journée",False,1,UNIVERSITE DE LORRAINE,,2026-02-20T03:31:25.000Z,2026-02-20T03:31:25.000Z,29052.0
"ENVIRONNEMENT :
 
La DSI du groupement intervient sur l'ensemble des SI mis en commun par les régimes de retraite membres du groupement (appelé SI inter-régimes), développé et opéré dans sa quasi-intégralité par eux (CNAV, Agirc-Arrco, Caisse des dépôts, MSA, SRE). Le SI inter-régimes est interdépendant des grands référentiels nationaux (SNGI, RGCU, EIRR, DRM, LIFA, etc.) et repose sur de nombreux échanges de données, notamment par API. Il comprend par exemple  ""info-retraite.fr"" et l'appli ""Mon compte retraite"", etc... 

MISSIONS : 

Au sein d'une équipe de 5 personnes, le Business Analyst IT (H/F) a pour rôle de : 
1°) Dialoguer avec les régimes pour accompagner les évolutions informatiques (projets et améliorations), 
2°) Identifier et de poser les exigences fonctionnelles, validant l'opportunité des évolutions proposées, puis en suivre leur mise en œuvre 
3°) Garantir la qualité des livrables : s'assurer de la réalisation de recette, de la détection et correction des anomalies en lien avec les interlocuteurs (régimes, opérateurs, inter-régimes, organismes de gestion des retraites supplémentaires).  
4°) Analyser l'opportunité de nouveaux sujets en coordonnant les impacts potentiels pour faciliter la décision et la planification éventuelle.

Concrètement, le Business Analyst IT (H/F) est chargé : 

1°) du support fonctionnel : 
- Suivi des projets informatiques : recueil de besoin, analyse d'opportunité, rédaction des exigences fonctionnelles (pré-cadrage), suivi/relecture des documents MOA opérateurs, des développements, des recettes et des mises en production. 
- Analyse de remontées clients / régimes pour identifier les dysfonctionnements 
- Accompagnement des régimes dans l'expression de leur besoin, détermine les opportunités et le ROI potentiel pour aider à l'arbitrage
- Proactivité dans la détection d'améliorations (fonctionnelles, processus, ...)
- Gestion des demandes : analyse, tri, priorisation, retranscription dans les outils, suivi via tableaux de bord.
- Réalisation des spécifications Campagne et éditique (dans l'attente d'un transfert potentiel)

2°) Suivi de recette et mise en production : 
- Mise en œuvre et suivi des plannings de livraison et des campagnes (production)
- Gestion du chargement mensuel des jeux de données pour les recettes
- Suivi du déroulement des recettes : calendrier, anomalies, support aux régimes et opérateurs

3°) Communication / Animation
- Organisation et pilotage des réunions, comités et ateliers
- Rédaction des comptes rendus

4°) Etudes et statistiques
- Recueil des études statistiques pour objectiver les opportunités et les résultats des chantiers

PROFIL
Formation : Bac+3 en informatique ou équivalent.  
Expérience : Minimum 3 ans en maîtrise d'ouvrage, avec des réalisations significatives.
Compétences : Des connaissances du domaine retraite (métier ou système d'information) ainsi que des aptitudes en suivi de projet seraient appréciées. Une excellente communication écrite et orale (niveau confirmé) est indispensable pour ce poste.

Vos compétences : 
- Connaissance du domaine retraite (métier ou système d'information) 
- Techniques de gestion / suivi de projet (informatique) 
- Méthodes de conception / élaboration des spécifications 
- Gestion de la relation client / utilisateur 
Soft skills : 
- Communication écrite et orale confirmée indispensable
- Proactivité 
- Aisance relationnelle et goût pour le travail d'équipe  
- Capacité à interagir avec de nombreux interlocuteurs

CONDITIONS : 
CDI à temps plein (37h/hebdo).  
Rémunération : à partir de 50 K euros brut annuel (selon profil)
Télétravail :  2 jours par semaine
Lieu de travail : 42-50 quai de la Rapée - 75012 Paris (RER/métro Gare de Lyon)
Congés : 27 jours de congés payés annuels et 10 RTT 
Accès au restaurant inter-entreprise 
Prise en charge des frais de transport à 50%",204RBKP,Business Analyst IT / Concepteur fonctionnel (H/F),M1881,Chef / Cheffe de projet Maîtrise d'Ouvrage des Systèmes d'Information (MOA),Chef de projet Maîtrise d'Ouvrage SI (MOA),CDI,Contrat travail,E,3 An(s),75 - PARIS 12,75012,75112,48.840813,2.388195,Annuel de 50000.0 Euros sur 14.0 mois,,,,"37H/semaine
Travail en journée",False,1,GIP UNION RETRAITE,Administration publique générale,2026-02-27T09:05:40.632Z,2026-02-27T09:05:40.632Z,50000.0
"Vous souhaitez contribuer à des projets à fort impact, au cœur de solutions utilisées chaque jour par des millions d'utilisateurs dans le secteur de la mobilité ?

Fort(e) de plusieurs années d'expérience en tant que Business Analyst Billettique, vous avez envie de donner une nouvelle dimension à votre carrière ?

Si oui, cette opportunité devrait vous intéresser !




A propos du poste

Votre rôle sera central : vous interviendrez l'ensemble du cycle de vie des solutions IT de notre client, depuis les phases d'avant-vente jusqu'à la mise en œuvre des projets et leur maintenance.

Véritable interface entre les clients et les équipes techniques, vous traduisez les besoins métiers en solutions fonctionnelles cohérentes et pérennes.

L'impact du poste est concret et significatif : les solutions sur lesquelles vous interviendrez sont utilisées quotidiennement par des centaines de milliers, voire des millions d'utilisateurs, en France et à l'international.


Format : CDI de projet, projet de longue durée

Localisation : Besançon (télétravail hybride avec à minima 2 jours de présence / semaine), des déplacements dans l'année sont possibles

Salaire : 37 à 50 K € Brut / An 








Les missions :

Avant-vente & Appels d'Offres

- Analyser les dossiers d'appels d'offres

- Définir et architecturer les besoins fonctionnels en proposant des solutions simples et cohérentes

- Construire des réponses basées sur la solution la plus proche du besoin client, tout en intégrant la vision produit et son évolution future

- Identifier les écarts fonctionnels et participer aux échanges et négociations avec les clients

- Établir et compléter la matrice des exigences

- Identifier les risques fonctionnels et proposer des mesures de contournement


Cadrage Projet

- Accompagner les clients dans la formalisation précise de leurs besoins (ateliers, réunions de travail)

- Rédiger les spécifications fonctionnelles détaillées de la solution retenue

- Mettre à jour et maintenir la matrice des exigences

- Construire et prioriser le backlog fonctionnel

- Contribuer à la définition de la roadmap de développement en lien avec les priorités fonctionnelles et clients


Exécution des projets

- Décliner les exigences en user stories avec leurs critères d'acceptation

- Accompagner et guider les équipes de développement et de validation sur les aspects fonctionnels

- Garantir la couverture complète des exigences et la conformité fonctionnelle du projet

- Relire et valider les manuels utilisateurs

- Accompagner les phases de recette client

- Gérer les demandes d'évolution et de changement de périmètre fonctionnel


Innovation & Evolution produit

- Comprendre et anticiper les évolutions et besoins fonctionnels du monde de la billettique

- Contribuer activement à l'amélioration continue et à l'évolution des solutions








A propos de vous

Avant tout, ce sont votre personnalité et vos valeurs qui feront la différence à nos yeux. Ce poste requiert en effet un excellent sens du relationnel, ainsi qu'une forte capacité d'analyse et de synthèse.

Nous recherchons idéalement une personne disposant d'une expérience confirmée d'au moins 3 années en tant que Business Analyst et notamment dans le domaine de la billettique.

Contexte tenu du contexte international de ce poste, la maitrise de l'Anglais professionnel est importante.







Envie d'en savoir plus ? Nous vous invitons à postuler afin de faire connaissance !
Au plaisir d'échanger avec vous 

L'équipe Aquantic",204GKWF,Business Analyst Billettique / CDI de Projet (H/F),M1806,Consultant fonctionnel / Consultante fonctionnelle des systèmes d'information,Business analyst,CDI,Contrat travail,E,3 An(s),25 - Besançon,25000,25056,47.237756,6.023879,Mensuel de 37000.0 Euros à 50000.0 Euros sur 12.0 mois,,,,"37H/semaine
Travail en journée",False,1,ZONOVA,"Ingénierie,études techniques",2026-02-18T14:06:34.909Z,2026-02-24T16:03:34.464Z,50000.0
"Notre mission : devenir le leader des installations solaires résidentielles en France.
Tu rejoindras l'équipe Opérations, une équipe transverse de 3 personnes au cœur de l'organisation, qui agit comme un moteur d'optimisation pour toutes les équipes Sales, Terrain et Relation client notamment autour des sujets de formation et de supply chain.
Une équipe à taille humaine composée de 3 personnes hyper motivées. Tu seras ainsi le-la premier-e RevOps à bord, l'occasion unique de construire quelque chose de grand et d'apporter ta pierre à l'édifice de la transition énergétique ! 

En tant que RevOps Manager Octopus, tu es le-la chef-fe d'orchestre de notre écosystème produit. Ton rôle: structurer, solidifier et améliorer un écosystème global permettant de simplifier le travail de nos équipes opérationnelles afin de les rendre encore plus performantes. 
Ton rôle si tu l'acceptes:
Côté CRM & Automations : tu es owner de notre écosystème outils et automation (Zoho One, Opensolar, Notion, Slack, Zapier, Gemini, Suite Google, Ringover, Metabase, etc.), toujours avec une logique de product Builder. 
Tu structures et optimises l'ensemble de nos workflows pour absorber notre croissance prévue sur les prochains mois, mais aussi afin d'accompagner nos équipes Sales dans l'objectif d'optimiser notre taux de conversion ainsi que notre expérience client. 
Tu rends les outils transparents pour les équipes : le process n'est jamais un frein, mais toujours un levier de développement.
Tu fais parler la donnée, construis des dashboards puissants et fournis les bons KPIs pour piloter la performance.
Tech management de niveau 1 : tu gères les intégrations, les connexions outils, les permissions et l'adoption. Tu es le-la garant-e de la cohérence entre le business, la tech et les opérations: tu priorises nos développements et tu gères nos relations avec les équipes de développement en externe. 
Tu garantis l'intégration de l'IA et de la data au coeur de nos différentes équipes, toujours en démontrant la valeur ajoutée. 
Ce poste est fait pour toi si tu as :
Une première expérience concluante en tant que RevOps, SalesOps ou CRM manager en start-up/scale-up avec forte appétence outil/data
Une vraie passion pour les outils no-code, CRM, reporting et automatisation et l'habitude de travailler sur des outils type Zoho, Notion, Zapier, Metabase ou similaire. 
Une solide culture tech : API, Webhook, base de données ne te font pas peur. Des connaissances en Python ou équivalent serait un vrai plus. 
De la rigueur dans ton travail, de l'autonomie et  l'esprit d'initiative.
Un esprit stratégique et analytique : tu comprends les enjeux et sais les traduire de manière opérationnelle.
Une compétence en gestion de projet et une vraie capacité à coordonner plusieurs projets et équipes simultanément.
Un goût pour les environnements en croissance rapide
Et bien sûr, une appétence pour la transition énergétique !

Pourquoi nous rejoindre ?
Tu rejoins une Green Tech mondiale valorisée à plus de 15 milliards de dollars et qui deviens un acteur clé de la transition énergétique en France.
Création et impact fort : tu es le-la premier-e RevOps à bord, ce qui t'offre l'occasion unique de construire une organisation scalable et d'avoir un impact concret sur toutes les équipes (Sales, Opérations, Relation Client).
Technologie et Data : travaille au cœur de l'optimisation des outils (Zoho, Notion, Zapier, Metabase...) et mets en place la stratégie Data et IA au service de la performance. Tu es le-la garant-e de la cohérence entre business, tech et opérations.
Package compétitif :
- Poste central et évolutif au sein d'une équipe à taille humaine.
- Rémunération : 45K à 55K fixe/an
- Plan d'actionnariat (Shares Options) : tu participes directement au succès global du groupe.
Qualité de vie au travail : bénéficies d'un budget formation dédié et d'un environnement de travail agréable",204RGRP,Revenue Operations Manager (RevOps) H/F (H/F),G1302,Yield manager,Analyst revenue management,CDI,Contrat travail,E,2 An(s),75 - PARIS,75002,75102,,,Annuel de 45000.0 Euros à 55000.0 Euros sur 12.0 mois,,,,"38H30/semaine
Travail en journée",False,1,OCTOPUS ENERGY FRANCE,"Activités spécialisées, scientifiques et techniques diverses",2026-02-27T10:38:09.900Z,2026-02-27T10:38:10.395Z,50000.0
"Descriptif du poste:


Rattaché·e à la DSI, le·la Business Analyst IT prendra en charge le cadrage fonctionnel et le suivi d'un nouvel outil de gestion de projets.

Il·elle interviendra depuis la formalisation des besoins jusqu'à l'accompagnement des utilisateur·rice·s, avec une forte exposition auprès de la direction et des responsables métiers.

Missions principales :
* Conduire des ateliers avec les parties prenantes, clarifier les attentes, prioriser les demandes et traduire les besoins métiers en exigences structurées, en s'appuyant sur des techniques d'analyse fonctionnelle et de user stories.
* Cartographier les flux de gestion de projet, de production et de suivi des coûts, formaliser les processus et proposer des scénarios d'amélioration réalistes et mesurables.
* Produire des cahiers des charges, spécifications fonctionnelles détaillées et dossiers de paramétrage de qualité, en lien avec les équipes de développement et éventuellement l'écosystème ERP ou applications métiers.
* Contribuer à la définition du backlog, challenger les solutions proposées, préparer les cas de tests, participer aux phases de recette fonctionnelle et valider la conformité des livrables par rapport aux besoins exprimés.





Le package proposé pour ce poste :


* Rémunération entre 45 000 € et 50 000 € bruts/an, sur 13 mois.
* Télétravail 2 jours par semaine après la phase d'intégration.
* Accès à une cantine d'entreprise, parking sécurisé et environnement de travail de qualité.
* Événements internes réguliers renforçant la cohésion et le partage.





Profil recherché:


Nous recherchons une personne à l'aise avec le SI et les processus métiers, capable d'interagir avec des interlocuteur·rice·s varié·e·s dans un contexte exigeant.


* Formation supérieure en IT, gestion de projet ou équivalent.
* Maîtrise de l'analyse fonctionnelle, de la rédaction de spécifications et de la modélisation de processus.
* Pratique d'outils de gestion de projet, d'environnements ERP ou d'applications métiers.
* Excellente capacité rédactionnelle, esprit de synthèse, qualités relationnelles, sens de l'écoute, capacité à animer des ateliers et à challenger les besoins.
* Maîtrise d'un anglais courant.",9736716,Business Analyst IT Monde F/H - Marketing (H/F),M1851,Analyste décisionnel - Business Intelligence,Analyste décisionnel - Business Intelligence,CDI,Contrat travail,D,Débutant accepté,13 - Marseille 1er Arrondissement,13001,13201,43.299265,5.383952,,,,,,False,1,MICHAEL PAGE INTERNATIONAL FRANCE,Activités de soutien aux autres industries extractives,2026-03-01T03:22:27.000Z,2026-03-02T05:35:08.000Z,60000.0
